election_id,year,type,office,state,lga,ward,candidate,party,votes,registered,accredited,valid,rejected,total_votes,turnout,source_url,result_status
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Shelleng,,Bola Tinubu,APC,6213,,,22482,,22482,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Shelleng,,Atiku Abubakar,PDP,14765,,,22482,,22482,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Shelleng,,Peter Obi,LP,1028,,,22482,,22482,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Shelleng,,Rabiu Kwankwaso,NNPP,69,,,22482,,22482,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Shelleng,,Other candidates,OTHERS,407,,,22482,,22482,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Song,,Bola Tinubu,APC,10993,,,42193,,42193,39.97,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Song,,Atiku Abubakar,PDP,20406,,,42193,,42193,39.97,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Song,,Peter Obi,LP,8506,,,42193,,42193,39.97,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Song,,Rabiu Kwankwaso,NNPP,1223,,,42193,,42193,39.97,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Song,,Other candidates,OTHERS,1065,,,42193,,42193,39.97,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Yola South,,Bola Tinubu,APC,13552,,,50047,,50047,32.68,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Yola South,,Atiku Abubakar,PDP,31774,,,50047,,50047,32.68,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Yola South,,Peter Obi,LP,3469,,,50047,,50047,32.68,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Yola South,,Rabiu Kwankwaso,NNPP,379,,,50047,,50047,32.68,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Adamawa,Yola South,,Other candidates,OTHERS,873,,,50047,,50047,32.68,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Adamawa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Brass,,Bola Tinubu,APC,3684,,,12404,,12404,13.86,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Brass,,Atiku Abubakar,PDP,6209,,,12404,,12404,13.86,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Brass,,Peter Obi,LP,2273,,,12404,,12404,13.86,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Brass,,Rabiu Kwankwaso,NNPP,25,,,12404,,12404,13.86,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Brass,,Other candidates,OTHERS,213,,,12404,,12404,13.86,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ekeremor,,Bola Tinubu,APC,4398,,,18326,,18326,13.71,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ekeremor,,Atiku Abubakar,PDP,9113,,,18326,,18326,13.71,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ekeremor,,Peter Obi,LP,4489,,,18326,,18326,13.71,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ekeremor,,Rabiu Kwankwaso,NNPP,16,,,18326,,18326,13.71,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ekeremor,,Other candidates,OTHERS,310,,,18326,,18326,13.71,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Kolokuma/Opokuma,,Bola Tinubu,APC,4137,,,16797,,16797,26.65,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Kolokuma/Opokuma,,Atiku Abubakar,PDP,8972,,,16797,,16797,26.65,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Kolokuma/Opokuma,,Peter Obi,LP,3395,,,16797,,16797,26.65,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Kolokuma/Opokuma,,Rabiu Kwankwaso,NNPP,34,,,16797,,16797,26.65,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Kolokuma/Opokuma,,Other candidates,OTHERS,259,,,16797,,16797,26.65,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Nembe,,Bola Tinubu,APC,3005,,,7456,,7456,7.81,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Nembe,,Atiku Abubakar,PDP,2334,,,7456,,7456,7.81,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Nembe,,Peter Obi,LP,1807,,,7456,,7456,7.81,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Nembe,,Rabiu Kwankwaso,NNPP,15,,,7456,,7456,7.81,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Nembe,,Other candidates,OTHERS,295,,,7456,,7456,7.81,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ogbia,,Bola Tinubu,APC,8444,,,22417,,22417,20.89,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ogbia,,Atiku Abubakar,PDP,6362,,,22417,,22417,20.89,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ogbia,,Peter Obi,LP,6721,,,22417,,22417,20.89,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ogbia,,Rabiu Kwankwaso,NNPP,47,,,22417,,22417,20.89,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Ogbia,,Other candidates,OTHERS,843,,,22417,,22417,20.89,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Sagbama,,Bola Tinubu,APC,4603,,,19816,,19816,17.13,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Sagbama,,Atiku Abubakar,PDP,10240,,,19816,,19816,17.13,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Sagbama,,Peter Obi,LP,4629,,,19816,,19816,17.13,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Sagbama,,Rabiu Kwankwaso,NNPP,24,,,19816,,19816,17.13,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Sagbama,,Other candidates,OTHERS,320,,,19816,,19816,17.13,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Southern Ijaw,,Bola Tinubu,APC,7650,,,23744,,23744,13.50,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Southern Ijaw,,Atiku Abubakar,PDP,11280,,,23744,,23744,13.50,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Southern Ijaw,,Peter Obi,LP,4400,,,23744,,23744,13.50,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Southern Ijaw,,Rabiu Kwankwaso,NNPP,190,,,23744,,23744,13.50,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Southern Ijaw,,Other candidates,OTHERS,224,,,23744,,23744,13.50,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Yenegoa,,Bola Tinubu,APC,6651,,,44365,,44365,21.41,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Yenegoa,,Atiku Abubakar,PDP,14308,,,44365,,44365,21.41,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Yenegoa,,Peter Obi,LP,22261,,,44365,,44365,21.41,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Yenegoa,,Rabiu Kwankwaso,NNPP,189,,,44365,,44365,21.41,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Bayelsa,Yenegoa,,Other candidates,OTHERS,956,,,44365,,44365,21.41,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Bayelsa_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Akoko Edo,,Bola Tinubu,APC,19456,,,39234,,39234,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Akoko Edo,,Atiku Abubakar,PDP,10513,,,39234,,39234,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Akoko Edo,,Peter Obi,LP,8471,,,39234,,39234,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Akoko Edo,,Rabiu Kwankwaso,NNPP,183,,,39234,,39234,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Akoko Edo,,Other candidates,OTHERS,611,,,39234,,39234,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Egor,,Bola Tinubu,APC,8877,,,46796,,46796,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Egor,,Atiku Abubakar,PDP,6728,,,46796,,46796,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Egor,,Peter Obi,LP,30263,,,46796,,46796,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Egor,,Rabiu Kwankwaso,NNPP,186,,,46796,,46796,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Egor,,Other candidates,OTHERS,742,,,46796,,46796,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan Central,,Bola Tinubu,APC,4458,,,18762,,18762,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan Central,,Atiku Abubakar,PDP,3692,,,18762,,18762,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan Central,,Peter Obi,LP,10192,,,18762,,18762,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan Central,,Rabiu Kwankwaso,NNPP,91,,,18762,,18762,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan Central,,Other candidates,OTHERS,329,,,18762,,18762,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan North-East,,Bola Tinubu,APC,2589,,,24237,,24237,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan North-East,,Atiku Abubakar,PDP,2091,,,24237,,24237,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan North-East,,Peter Obi,LP,18973,,,24237,,24237,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan North-East,,Rabiu Kwankwaso,NNPP,146,,,24237,,24237,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan North-East,,Other candidates,OTHERS,438,,,24237,,24237,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan South-East,,Bola Tinubu,APC,1846,,,14928,,14928,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan South-East,,Atiku Abubakar,PDP,1445,,,14928,,14928,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan South-East,,Peter Obi,LP,11333,,,14928,,14928,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan South-East,,Rabiu Kwankwaso,NNPP,60,,,14928,,14928,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan South-East,,Other candidates,OTHERS,244,,,14928,,14928,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan West,,Bola Tinubu,APC,3417,,,25731,,25731,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan West,,Atiku Abubakar,PDP,2630,,,25731,,25731,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan West,,Peter Obi,LP,18793,,,25731,,25731,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan West,,Rabiu Kwankwaso,NNPP,170,,,25731,,25731,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Esan West,,Other candidates,OTHERS,721,,,25731,,25731,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako Central,,Bola Tinubu,APC,6035,,,12522,,12522,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako Central,,Atiku Abubakar,PDP,3450,,,12522,,12522,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako Central,,Peter Obi,LP,2791,,,12522,,12522,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako Central,,Rabiu Kwankwaso,NNPP,66,,,12522,,12522,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako Central,,Other candidates,OTHERS,180,,,12522,,12522,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako East,,Bola Tinubu,APC,6465,,,13269,,13269,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako East,,Atiku Abubakar,PDP,4040,,,13269,,13269,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako East,,Peter Obi,LP,2468,,,13269,,13269,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako East,,Rabiu Kwankwaso,NNPP,74,,,13269,,13269,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
2023-presidential-lga-wikipedia,2023,general,President,Edo,Etsako East,,Other candidates,OTHERS,222,,,13269,,13269,,https://en.wikipedia.org/wiki/2023_Nigerian_presidential_election_in_Edo_State,verified-secondary
